player-name,team,jersey,position,Bdate,height,caps,goals,match_red_card,,
Lukasz PISZCZEK,Poland,20,Defender,6/3/1985,184.0 cm,65,3,0,,"insert into player values ('Lukasz PISZCZEK','Poland',20,'Defender',to_date('6/3/1985','mm/dd/yyyy'),'184.0 cm',65,3,0);"
Pepe REINA,Spain,23,Goalkeeper,8/31/1982,188.0 cm,36,0,NULL,,"insert into player values ('Pepe REINA','Spain',23,'Goalkeeper',to_date('8/31/1982','mm/dd/yyyy'),'188.0 cm',36,0,NULL);"
Federico FAZIO,Argentina,6,Defender,3/17/1987,199.0 cm,10,1,0,,"insert into player values ('Federico FAZIO','Argentina',6,'Defender',to_date('3/17/1987','mm/dd/yyyy'),'199.0 cm',10,1,0);"
Yannick CARRASCO,Belgium,11,Midfielder,9/4/1993,180.0 cm,30,5,0,,"insert into player values ('Yannick CARRASCO','Belgium',11,'Midfielder',to_date('9/4/1993','mm/dd/yyyy'),'180.0 cm',30,5,0);"
Carlos VELA,Mexico,11,Forward,3/1/1989,178.0 cm,72,19,0,,"insert into player values ('Carlos VELA','Mexico',11,'Forward',to_date('3/1/1989','mm/dd/yyyy'),'178.0 cm',72,19,0);"
ISCO,Spain,22,Midfielder,4/21/1992,176.0 cm,32,11,0,,"insert into player values ('ISCO','Spain',22,'Midfielder',to_date('4/21/1992','mm/dd/yyyy'),'176.0 cm',32,11,0);"
Moussa KONATE,Senegal,14,Forward,4/3/1993,180.0 cm,28,9,0,,"insert into player values ('Moussa KONATE','Senegal',14,'Forward',to_date('4/3/1993','mm/dd/yyyy'),'180.0 cm',28,9,0);"
Wojciech SZCZESNY,Poland,1,Goalkeeper,4/18/1990,195.0 cm,37,0,0,,"insert into player values ('Wojciech SZCZESNY','Poland',1,'Goalkeeper',to_date('4/18/1990','mm/dd/yyyy'),'195.0 cm',37,0,0);"
Elderson ECHIEJILE,Nigeria,3,Defender,1/20/1988,185.0 cm,59,2,NULL,,"insert into player values ('Elderson ECHIEJILE','Nigeria',3,'Defender',to_date('1/20/1988','mm/dd/yyyy'),'185.0 cm',59,2,NULL);"
Blaise MATUIDI,France,14,Midfielder,4/9/1987,180.0 cm,72,9,0,,"insert into player values ('Blaise MATUIDI','France',14,'Midfielder',to_date('4/9/1987','mm/dd/yyyy'),'180.0 cm',72,9,0);"
ANDRE SILVA,Portugal,9,Forward,11/6/1995,184.0 cm,25,12,0,,"insert into player values ('ANDRE SILVA','Portugal',9,'Forward',to_date('11/6/1995','mm/dd/yyyy'),'184.0 cm',25,12,0);"
Danny WELBECK,England,14,Forward,11/26/1990,184.0 cm,40,16,0,,"insert into player values ('Danny WELBECK','England',14,'Forward',to_date('11/26/1990','mm/dd/yyyy'),'184.0 cm',40,16,0);"
Sergey IGNASHEVICH,Russia,4,Defender,7/14/1979,186.0 cm,127,9,0,,"insert into player values ('Sergey IGNASHEVICH','Russia',4,'Defender',to_date('7/14/1979','mm/dd/yyyy'),'186.0 cm',127,9,0);"
Wilder CARTAGENA,Peru,16,Midfielder,9/23/1994,179.0 cm,4,0,0,,"insert into player values ('Wilder CARTAGENA','Peru',16,'Midfielder',to_date('9/23/1994','mm/dd/yyyy'),'179.0 cm',4,0,0);"
FERNANDINHO,Brazil,17,Midfielder,5/4/1985,179.0 cm,49,2,0,,"insert into player values ('FERNANDINHO','Brazil',17,'Midfielder',to_date('5/4/1985','mm/dd/yyyy'),'179.0 cm',49,2,0);"
Benjamin MENDY,France,22,Defender,7/17/1994,183.0 cm,8,0,0,,"insert into player values ('Benjamin MENDY','France',22,'Defender',to_date('7/17/1994','mm/dd/yyyy'),'183.0 cm',8,0,0);"
Simon KJAER,Denmark,4,Defender,3/26/1989,191.0 cm,79,3,0,,"insert into player values ('Simon KJAER','Denmark',4,'Defender',to_date('3/26/1989','mm/dd/yyyy'),'191.0 cm',79,3,0);"
AYMAN ASHRAF,Egypt,12,Defender,4/9/1991,176.0 cm,3,1,NULL,,"insert into player values ('AYMAN ASHRAF','Egypt',12,'Defender',to_date('4/9/1991','mm/dd/yyyy'),'176.0 cm',3,1,NULL);"
Ismael DIAZ,Panama,10,Forward,5/12/1997,181.0 cm,9,2,0,,"insert into player values ('Ismael DIAZ','Panama',10,'Forward',to_date('5/12/1997','mm/dd/yyyy'),'181.0 cm',9,2,0);"
Armando COOPER,Panama,11,Midfielder,11/26/1987,173.0 cm,99,7,0,,"insert into player values ('Armando COOPER','Panama',11,'Midfielder',to_date('11/26/1987','mm/dd/yyyy'),'173.0 cm',99,7,0);"
Sebastian COATES,Uruguay,19,Defender,10/7/1990,196.0 cm,31,1,0,,"insert into player values ('Sebastian COATES','Uruguay',19,'Defender',to_date('10/7/1990','mm/dd/yyyy'),'196.0 cm',31,1,0);"
Lukasz FABIANSKI,Poland,22,Goalkeeper,4/18/1985,190.0 cm,46,0,0,,"insert into player values ('Lukasz FABIANSKI','Poland',22,'Goalkeeper',to_date('4/18/1985','mm/dd/yyyy'),'190.0 cm',46,0,0);"
HUSSAIN ALMOQAHWI,Saudi Arabia,16,Midfielder,3/24/1988,174.0 cm,18,1,0,,"insert into player values ('HUSSAIN ALMOQAHWI','Saudi Arabia',16,'Midfielder',to_date('3/24/1988','mm/dd/yyyy'),'174.0 cm',18,1,0);"
Ricardo RODRIGUEZ,Switzerland,13,Defender,8/25/1992,180.0 cm,57,5,0,,"insert into player values ('Ricardo RODRIGUEZ','Switzerland',13,'Defender',to_date('8/25/1992','mm/dd/yyyy'),'180.0 cm',57,5,0);"
Bassem SRARFI,Tunisia,18,Forward,6/25/1997,176.0 cm,6,0,0,,"insert into player values ('Bassem SRARFI','Tunisia',18,'Forward',to_date('6/25/1997','mm/dd/yyyy'),'176.0 cm',6,0,0);"
Nacer CHADLI,Belgium,22,Midfielder,8/2/1989,187.0 cm,51,6,0,,"insert into player values ('Nacer CHADLI','Belgium',22,'Midfielder',to_date('8/2/1989','mm/dd/yyyy'),'187.0 cm',51,6,0);"
Joshua RISDON,Australia,19,Defender,7/27/1992,169.0 cm,11,0,0,,"insert into player values ('Joshua RISDON','Australia',19,'Defender',to_date('7/27/1992','mm/dd/yyyy'),'169.0 cm',11,0,0);"
Romelu LUKAKU,Belgium,9,Forward,5/13/1993,190.0 cm,75,40,0,,"insert into player values ('Romelu LUKAKU','Belgium',9,'Forward',to_date('5/13/1993','mm/dd/yyyy'),'190.0 cm',75,40,0);"
Ogenyi ONAZI,Nigeria,17,Midfielder,12/25/1992,172.0 cm,50,1,NULL,,"insert into player values ('Ogenyi ONAZI','Nigeria',17,'Midfielder',to_date('12/25/1992','mm/dd/yyyy'),'172.0 cm',50,1,NULL);"
Fernando MUSLERA,Uruguay,1,Goalkeeper,6/16/1986,190.0 cm,102,0,0,,"insert into player values ('Fernando MUSLERA','Uruguay',1,'Goalkeeper',to_date('6/16/1986','mm/dd/yyyy'),'190.0 cm',102,0,0);"
Edgar BARCENAS,Panama,8,Midfielder,10/23/1993,175.0 cm,32,0,0,,"insert into player values ('Edgar BARCENAS','Panama',8,'Midfielder',to_date('10/23/1993','mm/dd/yyyy'),'175.0 cm',32,0,0);"
MAHMOUD HAMDY,Egypt,15,Defender,6/1/1995,173.0 cm,1,0,NULL,,"insert into player values ('MAHMOUD HAMDY','Egypt',15,'Defender',to_date('6/1/1995','mm/dd/yyyy'),'173.0 cm',1,0,NULL);"
ABDULLAH ALMUAIOUF,Saudi Arabia,1,Goalkeeper,1/23/1987,178.0 cm,9,0,0,,"insert into player values ('ABDULLAH ALMUAIOUF','Saudi Arabia',1,'Goalkeeper',to_date('1/23/1987','mm/dd/yyyy'),'178.0 cm',9,0,0);"
Ikechukwu EZENWA,Nigeria,1,Goalkeeper,10/16/1988,181.0 cm,24,0,NULL,,"insert into player values ('Ikechukwu EZENWA','Nigeria',1,'Goalkeeper',to_date('10/16/1988','mm/dd/yyyy'),'181.0 cm',24,0,NULL);"
ABDALLA SAID,Egypt,19,Midfielder,7/13/1985,176.0 cm,41,6,0,,"insert into player values ('ABDALLA SAID','Egypt',19,'Midfielder',to_date('7/13/1985','mm/dd/yyyy'),'176.0 cm',41,6,0);"
Jimmy DURMAZ,Sweden,21,Midfielder,3/22/1989,180.0 cm,46,3,0,,"insert into player values ('Jimmy DURMAZ','Sweden',21,'Midfielder',to_date('3/22/1989','mm/dd/yyyy'),'180.0 cm',46,3,0);"
RUBEN DIAS,Portugal,13,Defender,5/14/1997,187.0 cm,1,0,NULL,,"insert into player values ('RUBEN DIAS','Portugal',13,'Defender',to_date('5/14/1997','mm/dd/yyyy'),'187.0 cm',1,0,NULL);"
Mehdi BENATIA,Morocco,5,Defender,4/17/1987,188.0 cm,62,4,0,,"insert into player values ('Mehdi BENATIA','Morocco',5,'Defender',to_date('4/17/1987','mm/dd/yyyy'),'188.0 cm',62,4,0);"
FRED,Brazil,18,Midfielder,3/5/1993,169.0 cm,8,0,NULL,,"insert into player values ('FRED','Brazil',18,'Midfielder',to_date('3/5/1993','mm/dd/yyyy'),'169.0 cm',8,0,NULL);"
Gary CAHILL,England,15,Defender,12/19/1985,191.0 cm,61,5,0,,"insert into player values ('Gary CAHILL','England',15,'Defender',to_date('12/19/1985','mm/dd/yyyy'),'191.0 cm',61,5,0);"
Mbark BOUSSOUFA,Morocco,14,Midfielder,8/15/1984,167.0 cm,64,7,0,,"insert into player values ('Mbark BOUSSOUFA','Morocco',14,'Midfielder',to_date('8/15/1984','mm/dd/yyyy'),'167.0 cm',64,7,0);"
OMAR GABER,Egypt,4,Midfielder,1/30/1992,175.0 cm,24,0,NULL,,"insert into player values ('OMAR GABER','Egypt',4,'Midfielder',to_date('1/30/1992','mm/dd/yyyy'),'175.0 cm',24,0,NULL);"
MARWAN MOHSEN,Egypt,9,Forward,2/26/1989,185.0 cm,25,4,0,,"insert into player values ('MARWAN MOHSEN','Egypt',9,'Forward',to_date('2/26/1989','mm/dd/yyyy'),'185.0 cm',25,4,0);"
JANG Hyunsoo,Korea Republic,20,Defender,9/28/1991,187.0 cm,54,3,0,,"insert into player values ('JANG Hyunsoo','Korea Republic',20,'Defender',to_date('9/28/1991','mm/dd/yyyy'),'187.0 cm',54,3,0);"
Saman GHODDOS,IR Iran,14,Forward,9/6/1993,177.0 cm,11,1,0,,"insert into player values ('Saman GHODDOS','IR Iran',14,'Forward',to_date('9/6/1993','mm/dd/yyyy'),'177.0 cm',11,1,0);"
Oscar MURILLO,Colombia,3,Defender,4/18/1988,184.0 cm,14,0,0,,"insert into player values ('Oscar MURILLO','Colombia',3,'Defender',to_date('4/18/1988','mm/dd/yyyy'),'184.0 cm',14,0,0);"
Alfred GOMIS,Senegal,23,Goalkeeper,9/5/1993,196.0 cm,5,0,NULL,,"insert into player values ('Alfred GOMIS','Senegal',23,'Goalkeeper',to_date('9/5/1993','mm/dd/yyyy'),'196.0 cm',5,0,NULL);"
John OGU,Nigeria,19,Midfielder,4/20/1988,191.0 cm,19,2,NULL,,"insert into player values ('John OGU','Nigeria',19,'Midfielder',to_date('4/20/1988','mm/dd/yyyy'),'191.0 cm',19,2,NULL);"
Holmar EYJOLFSSON,Iceland,15,Defender,8/6/1990,188.0 cm,10,1,NULL,,"insert into player values ('Holmar EYJOLFSSON','Iceland',15,'Defender',to_date('8/6/1990','mm/dd/yyyy'),'188.0 cm',10,1,NULL);"
Mikael LUSTIG,Sweden,2,Defender,12/13/1986,189.0 cm,70,6,0,,"insert into player values ('Mikael LUSTIG','Sweden',2,'Defender',to_date('12/13/1986','mm/dd/yyyy'),'189.0 cm',70,6,0);"
Paul POGBA,France,6,Midfielder,3/15/1993,191.0 cm,60,10,0,,"insert into player values ('Paul POGBA','France',6,'Midfielder',to_date('3/15/1993','mm/dd/yyyy'),'191.0 cm',60,10,0);"
Sami KHEDIRA,Germany,6,Midfielder,4/4/1987,189.0 cm,77,7,0,,"insert into player values ('Sami KHEDIRA','Germany',6,'Midfielder',to_date('4/4/1987','mm/dd/yyyy'),'189.0 cm',77,7,0);"
Masaaki HIGASHIGUCHI,Japan,12,Goalkeeper,5/12/1986,184.0 cm,5,0,NULL,,"insert into player values ('Masaaki HIGASHIGUCHI','Japan',12,'Goalkeeper',to_date('5/12/1986','mm/dd/yyyy'),'184.0 cm',5,0,NULL);"
Lucas TORREIRA,Uruguay,14,Midfielder,2/11/1996,168.0 cm,8,0,0,,"insert into player values ('Lucas TORREIRA','Uruguay',14,'Midfielder',to_date('2/11/1996','mm/dd/yyyy'),'168.0 cm',8,0,0);"
Kosuke NAKAMURA,Japan,23,Goalkeeper,2/27/1995,184.0 cm,4,0,NULL,,"insert into player values ('Kosuke NAKAMURA','Japan',23,'Goalkeeper',to_date('2/27/1995','mm/dd/yyyy'),'184.0 cm',4,0,NULL);"
Thomas MEUNIER,Belgium,15,Defender,9/12/1991,190.0 cm,30,6,0,,"insert into player values ('Thomas MEUNIER','Belgium',15,'Defender',to_date('9/12/1991','mm/dd/yyyy'),'190.0 cm',30,6,0);"
RODRIGO,Spain,9,Forward,3/6/1991,182.0 cm,9,2,0,,"insert into player values ('RODRIGO','Spain',9,'Forward',to_date('3/6/1991','mm/dd/yyyy'),'182.0 cm',9,2,0);"
Saber KHALIFA,Tunisia,19,Forward,10/14/1986,185.0 cm,45,7,0,,"insert into player values ('Saber KHALIFA','Tunisia',19,'Forward',to_date('10/14/1986','mm/dd/yyyy'),'185.0 cm',45,7,0);"
Marc-Andre TER STEGEN,Germany,22,Goalkeeper,4/30/1992,187.0 cm,20,0,NULL,,"insert into player values ('Marc-Andre TER STEGEN','Germany',22,'Goalkeeper',to_date('4/30/1992','mm/dd/yyyy'),'187.0 cm',20,0,NULL);"
PEPE,Portugal,3,Defender,2/26/1983,188.0 cm,99,6,0,,"insert into player values ('PEPE','Portugal',3,'Defender',to_date('2/26/1983','mm/dd/yyyy'),'188.0 cm',99,6,0);"
Mame DIOUF,Senegal,9,Forward,12/16/1987,185.0 cm,46,10,0,,"insert into player values ('Mame DIOUF','Senegal',9,'Forward',to_date('12/16/1987','mm/dd/yyyy'),'185.0 cm',46,10,0);"
Aldo CORZO,Peru,3,Defender,5/20/1989,172.0 cm,24,0,NULL,,"insert into player values ('Aldo CORZO','Peru',3,'Defender',to_date('5/20/1989','mm/dd/yyyy'),'172.0 cm',24,0,NULL);"
Jakub BLASZCZYKOWSKI,Poland,16,Midfielder,12/14/1985,175.0 cm,100,20,0,,"insert into player values ('Jakub BLASZCZYKOWSKI','Poland',16,'Midfielder',to_date('12/14/1985','mm/dd/yyyy'),'175.0 cm',100,20,0);"
Jordi ALBA,Spain,18,Defender,3/21/1989,170.0 cm,66,8,0,,"insert into player values ('Jordi ALBA','Spain',18,'Defender',to_date('3/21/1989','mm/dd/yyyy'),'170.0 cm',66,8,0);"
Jerome BOATENG,Germany,17,Defender,9/3/1988,192.0 cm,73,1,1,,"insert into player values ('Jerome BOATENG','Germany',17,'Defender',to_date('9/3/1988','mm/dd/yyyy'),'192.0 cm',73,1,1);"
Filip BRADARIC,Croatia,14,Midfielder,1/11/1992,186.0 cm,5,0,0,,"insert into player values ('Filip BRADARIC','Croatia',14,'Midfielder',to_date('1/11/1992','mm/dd/yyyy'),'186.0 cm',5,0,0);"
Moussa DEMBELE,Belgium,19,Midfielder,7/16/1987,185.0 cm,80,5,0,,"insert into player values ('Moussa DEMBELE','Belgium',19,'Midfielder',to_date('7/16/1987','mm/dd/yyyy'),'185.0 cm',80,5,0);"
Yuya OSAKO,Japan,15,Forward,5/18/1990,182.0 cm,33,8,0,,"insert into player values ('Yuya OSAKO','Japan',15,'Forward',to_date('5/18/1990','mm/dd/yyyy'),'182.0 cm',33,8,0);"
Gabriel GOMEZ,Panama,6,Midfielder,5/29/1984,183.0 cm,145,11,0,,"insert into player values ('Gabriel GOMEZ','Panama',6,'Midfielder',to_date('5/29/1984','mm/dd/yyyy'),'183.0 cm',145,11,0);"
Keita BALDE,Senegal,20,Forward,3/8/1995,181.0 cm,19,3,0,,"insert into player values ('Keita BALDE','Senegal',20,'Forward',to_date('3/8/1995','mm/dd/yyyy'),'181.0 cm',19,3,0);"
Robin OLSEN,Sweden,1,Goalkeeper,1/8/1990,198.0 cm,23,0,0,,"insert into player values ('Robin OLSEN','Sweden',1,'Goalkeeper',to_date('1/8/1990','mm/dd/yyyy'),'198.0 cm',23,0,0);"
Ousmane DEMBELE,France,11,Forward,5/15/1997,178.0 cm,16,2,0,,"insert into player values ('Ousmane DEMBELE','France',11,'Forward',to_date('5/15/1997','mm/dd/yyyy'),'178.0 cm',16,2,0);"
Hector HERRERA,Mexico,16,Defender,4/19/1990,180.0 cm,70,5,0,,"insert into player values ('Hector HERRERA','Mexico',16,'Defender',to_date('4/19/1990','mm/dd/yyyy'),'180.0 cm',70,5,0);"
Mehdi CARCELA,Morocco,23,Midfielder,7/1/1989,176.0 cm,22,1,0,,"insert into player values ('Mehdi CARCELA','Morocco',23,'Midfielder',to_date('7/1/1989','mm/dd/yyyy'),'176.0 cm',22,1,0);"
Mario MANDZUKIC,Croatia,17,Forward,5/21/1986,190.0 cm,89,33,0,,"insert into player values ('Mario MANDZUKIC','Croatia',17,'Forward',to_date('5/21/1986','mm/dd/yyyy'),'190.0 cm',89,33,0);"
Abel AGUILAR,Colombia,8,Midfielder,1/6/1985,185.0 cm,70,8,0,,"insert into player values ('Abel AGUILAR','Colombia',8,'Midfielder',to_date('1/6/1985','mm/dd/yyyy'),'185.0 cm',70,8,0);"
Eiji KAWASHIMA,Japan,1,Goalkeeper,3/20/1983,185.0 cm,88,0,0,,"insert into player values ('Eiji KAWASHIMA','Japan',1,'Goalkeeper',to_date('3/20/1983','mm/dd/yyyy'),'185.0 cm',88,0,0);"
Pione SISTO,Denmark,23,Forward,2/4/1995,173.0 cm,18,1,0,,"insert into player values ('Pione SISTO','Denmark',23,'Forward',to_date('2/4/1995','mm/dd/yyyy'),'173.0 cm',18,1,0);"
Nico ELVEDI,Switzerland,4,Defender,9/30/1996,187.0 cm,6,0,NULL,,"insert into player values ('Nico ELVEDI','Switzerland',4,'Defender',to_date('9/30/1996','mm/dd/yyyy'),'187.0 cm',6,0,NULL);"
Mark MILLIGAN,Australia,5,Defender,8/4/1985,178.0 cm,71,6,0,,"insert into player values ('Mark MILLIGAN','Australia',5,'Defender',to_date('8/4/1985','mm/dd/yyyy'),'178.0 cm',71,6,0);"
Karl-Johan JOHNSSON,Sweden,12,Goalkeeper,1/28/1990,187.0 cm,5,0,NULL,,"insert into player values ('Karl-Johan JOHNSSON','Sweden',12,'Goalkeeper',to_date('1/28/1990','mm/dd/yyyy'),'187.0 cm',5,0,NULL);"
Aaron MOOY,Australia,13,Midfielder,9/15/1990,173.0 cm,37,5,0,,"insert into player values ('Aaron MOOY','Australia',13,'Midfielder',to_date('9/15/1990','mm/dd/yyyy'),'173.0 cm',37,5,0);"
Dylan BRONN,Tunisia,11,Defender,6/19/1995,186.0 cm,7,1,0,,"insert into player values ('Dylan BRONN','Tunisia',11,'Defender',to_date('6/19/1995','mm/dd/yyyy'),'186.0 cm',7,1,0);"
Oscar HILJEMARK,Sweden,15,Midfielder,6/28/1992,184.0 cm,24,2,0,,"insert into player values ('Oscar HILJEMARK','Sweden',15,'Midfielder',to_date('6/28/1992','mm/dd/yyyy'),'184.0 cm',24,2,0);"
YAHIA ALSHEHRI,Saudi Arabia,8,Midfielder,6/26/1990,165.0 cm,58,7,0,,"insert into player values ('YAHIA ALSHEHRI','Saudi Arabia',8,'Midfielder',to_date('6/26/1990','mm/dd/yyyy'),'165.0 cm',58,7,0);"
Marcus ROHDEN,Sweden,19,Midfielder,5/11/1991,182.0 cm,12,1,NULL,,"insert into player values ('Marcus ROHDEN','Sweden',19,'Midfielder',to_date('5/11/1991','mm/dd/yyyy'),'182.0 cm',12,1,NULL);"
Julian DRAXLER,Germany,7,Midfielder,9/20/1993,185.0 cm,46,6,0,,"insert into player values ('Julian DRAXLER','Germany',7,'Midfielder',to_date('9/20/1993','mm/dd/yyyy'),'185.0 cm',46,6,0);"
Fabian DELPH,England,17,Defender,11/21/1989,174.0 cm,15,0,0,,"insert into player values ('Fabian DELPH','England',17,'Defender',to_date('11/21/1989','mm/dd/yyyy'),'174.0 cm',15,0,0);"
TAISON,Brazil,21,Forward,1/13/1988,172.0 cm,8,1,NULL,,"insert into player values ('TAISON','Brazil',21,'Forward',to_date('1/13/1988','mm/dd/yyyy'),'172.0 cm',8,1,NULL);"
Maciej RYBUS,Poland,13,Midfielder,8/19/1989,173.0 cm,53,2,0,,"insert into player values ('Maciej RYBUS','Poland',13,'Midfielder',to_date('8/19/1989','mm/dd/yyyy'),'173.0 cm',53,2,0);"
KAHRABA,Egypt,11,Forward,4/13/1994,182.0 cm,25,3,0,,"insert into player values ('KAHRABA','Egypt',11,'Forward',to_date('4/13/1994','mm/dd/yyyy'),'182.0 cm',25,3,0);"
Nahitan NANDEZ,Uruguay,8,Midfielder,12/28/1995,171.0 cm,17,0,0,,"insert into player values ('Nahitan NANDEZ','Uruguay',8,'Midfielder',to_date('12/28/1995','mm/dd/yyyy'),'171.0 cm',17,0,0);"
Djibril SIDIBE,France,19,Defender,7/29/1992,184.0 cm,18,1,0,,"insert into player values ('Djibril SIDIBE','France',19,'Defender',to_date('7/29/1992','mm/dd/yyyy'),'184.0 cm',18,1,0);"
Lamine GASSAMA,Senegal,21,Defender,10/20/1989,181.0 cm,40,0,0,,"insert into player values ('Lamine GASSAMA','Senegal',21,'Defender',to_date('10/20/1989','mm/dd/yyyy'),'181.0 cm',40,0,0);"
Tom ROGIC,Australia,23,Midfielder,12/16/1992,189.0 cm,40,7,0,,"insert into player values ('Tom ROGIC','Australia',23,'Midfielder',to_date('12/16/1992','mm/dd/yyyy'),'189.0 cm',40,7,0);"
Wahbi KHAZRI,Tunisia,10,Forward,2/8/1991,182.0 cm,39,14,0,,"insert into player values ('Wahbi KHAZRI','Tunisia',10,'Forward',to_date('2/8/1991','mm/dd/yyyy'),'182.0 cm',39,14,0);"
Marko PJACA,Croatia,20,Forward,5/6/1995,186.0 cm,19,1,0,,"insert into player values ('Marko PJACA','Croatia',20,'Forward',to_date('5/6/1995','mm/dd/yyyy'),'186.0 cm',19,1,0);"
Gonzalo HIGUAIN,Argentina,9,Forward,12/10/1987,184.0 cm,75,31,0,,"insert into player values ('Gonzalo HIGUAIN','Argentina',9,'Forward',to_date('12/10/1987','mm/dd/yyyy'),'184.0 cm',75,31,0);"
Paolo HURTADO,Peru,7,Midfielder,7/27/1990,174.0 cm,34,3,0,,"insert into player values ('Paolo HURTADO','Peru',7,'Midfielder',to_date('7/27/1990','mm/dd/yyyy'),'174.0 cm',34,3,0);"
Jack BUTLAND,England,13,Goalkeeper,3/10/1993,196.0 cm,8,0,NULL,,"insert into player values ('Jack BUTLAND','England',13,'Goalkeeper',to_date('3/10/1993','mm/dd/yyyy'),'196.0 cm',8,0,NULL);"
Kamil GROSICKI,Poland,11,Midfielder,6/8/1988,180.0 cm,60,12,0,,"insert into player values ('Kamil GROSICKI','Poland',11,'Midfielder',to_date('6/8/1988','mm/dd/yyyy'),'180.0 cm',60,12,0);"
Abdullahi SHEHU,Nigeria,12,Defender,3/12/1993,182.0 cm,16,0,0,,"insert into player values ('Abdullahi SHEHU','Nigeria',12,'Defender',to_date('3/12/1993','mm/dd/yyyy'),'182.0 cm',16,0,0);"
Timo WERNER,Germany,9,Forward,3/6/1996,181.0 cm,17,8,0,,"insert into player values ('Timo WERNER','Germany',9,'Forward',to_date('3/6/1996','mm/dd/yyyy'),'181.0 cm',17,8,0);"
Adolfo MACHADO,Panama,13,Defender,2/14/1985,182.0 cm,77,1,0,,"insert into player values ('Adolfo MACHADO','Panama',13,'Defender',to_date('2/14/1985','mm/dd/yyyy'),'182.0 cm',77,1,0);"
Idrissa Gana GUEYE,Senegal,5,Midfielder,9/26/1989,174.0 cm,58,1,0,,"insert into player values ('Idrissa Gana GUEYE','Senegal',5,'Midfielder',to_date('9/26/1989','mm/dd/yyyy'),'174.0 cm',58,1,0);"
JU Sejong,Korea Republic,8,Midfielder,10/30/1990,176.0 cm,12,1,0,,"insert into player values ('JU Sejong','Korea Republic',8,'Midfielder',to_date('10/30/1990','mm/dd/yyyy'),'176.0 cm',12,1,0);"
Ivan PERISIC,Croatia,4,Forward,2/2/1989,186.0 cm,73,21,0,,"insert into player values ('Ivan PERISIC','Croatia',4,'Forward',to_date('2/2/1989','mm/dd/yyyy'),'186.0 cm',73,21,0);"
Raul JIMENEZ,Mexico,9,Forward,5/5/1991,188.0 cm,65,14,0,,"insert into player values ('Raul JIMENEZ','Mexico',9,'Forward',to_date('5/5/1991','mm/dd/yyyy'),'188.0 cm',65,14,0);"
Anibal GODOY,Panama,20,Midfielder,2/10/1990,183.0 cm,91,1,0,,"insert into player values ('Anibal GODOY','Panama',20,'Midfielder',to_date('2/10/1990','mm/dd/yyyy'),'183.0 cm',91,1,0);"
Lucas BIGLIA,Argentina,5,Midfielder,1/30/1986,175.0 cm,58,1,0,,"insert into player values ('Lucas BIGLIA','Argentina',5,'Midfielder',to_date('1/30/1986','mm/dd/yyyy'),'175.0 cm',58,1,0);"
Johan MOJICA,Colombia,17,Defender,8/21/1992,185.0 cm,8,1,0,,"insert into player values ('Johan MOJICA','Colombia',17,'Defender',to_date('8/21/1992','mm/dd/yyyy'),'185.0 cm',8,1,0);"
Kalidou KOULIBALY,Senegal,3,Defender,6/20/1991,195.0 cm,29,1,0,,"insert into player values ('Kalidou KOULIBALY','Senegal',3,'Defender',to_date('6/20/1991','mm/dd/yyyy'),'195.0 cm',29,1,0);"
David OSPINA,Colombia,1,Goalkeeper,8/31/1988,183.0 cm,87,0,0,,"insert into player values ('David OSPINA','Colombia',1,'Goalkeeper',to_date('8/31/1988','mm/dd/yyyy'),'183.0 cm',87,0,0);"
Hordur MAGNUSSON,Iceland,18,Defender,2/11/1993,191.0 cm,19,2,0,,"insert into player values ('Hordur MAGNUSSON','Iceland',18,'Defender',to_date('2/11/1993','mm/dd/yyyy'),'191.0 cm',19,2,0);"
Hotaru YAMAGUCHI,Japan,16,Midfielder,10/6/1990,173.0 cm,45,2,0,,"insert into player values ('Hotaru YAMAGUCHI','Japan',16,'Midfielder',to_date('10/6/1990','mm/dd/yyyy'),'173.0 cm',45,2,0);"
Matthew JURMAN,Australia,6,Defender,12/8/1989,190.0 cm,4,0,NULL,,"insert into player values ('Matthew JURMAN','Australia',6,'Defender',to_date('12/8/1989','mm/dd/yyyy'),'190.0 cm',4,0,NULL);"
JUNG Seunghyun,Korea Republic,3,Defender,4/3/1994,188.0 cm,6,0,NULL,,"insert into player values ('JUNG Seunghyun','Korea Republic',3,'Defender',to_date('4/3/1994','mm/dd/yyyy'),'188.0 cm',6,0,NULL);"
FAHAD ALMUWALLAD,Saudi Arabia,19,Forward,9/14/1994,168.0 cm,48,10,0,,"insert into player values ('FAHAD ALMUWALLAD','Saudi Arabia',19,'Forward',to_date('9/14/1994','mm/dd/yyyy'),'168.0 cm',48,10,0);"
Wilfred NDIDI,Nigeria,4,Midfielder,12/16/1996,184.0 cm,20,0,0,,"insert into player values ('Wilfred NDIDI','Nigeria',4,'Midfielder',to_date('12/16/1996','mm/dd/yyyy'),'184.0 cm',20,0,0);"
Emil FORSBERG,Sweden,10,Midfielder,10/23/1991,179.0 cm,41,7,0,,"insert into player values ('Emil FORSBERG','Sweden',10,'Midfielder',to_date('10/23/1991','mm/dd/yyyy'),'179.0 cm',41,7,0);"
KIM Minwoo,Korea Republic,12,Defender,2/25/1990,172.0 cm,22,1,0,,"insert into player values ('KIM Minwoo','Korea Republic',12,'Defender',to_date('2/25/1990','mm/dd/yyyy'),'172.0 cm',22,1,0);"
